,age,assists,birthCity,birthCountry,birthDate,clubId,firstName,foot,goals,heightCm,id,image,lastName,nationality,nickname,ownGoals,penaltyGoals,position,teamId,type,weightKg,iso3
350,29,0,Konongo,Ghana,1984-08-27T00:00:00.000Z,CFA70ED6-BBF5-450B-B13A-8D6B176B6E25,Sulley Ali,Left,0,179.0,10719218-C646-4188-8A33-5F2F3B4277DA,http://cache.images.globalsportsmedia.com/soccer/players/150x150/622.png,Muntari,Ghana,S. Muntari,0,0,Midfielder,CCC66F75-7004-46E4-BB31-259B06A42516,Player,76.0,GHA
351,33,0,Tehran,Iran,1980-07-30T00:00:00.000Z,A623BFC2-BB6E-4B78-B333-5620104F5D6C,Rahman,,0,,76B031DC-1D41-463D-9D8D-03AE93976F81,http://cache.images.globalsportsmedia.com/soccer/players/150x150/26510.png,Ahmadi,Iran,R. Ahmadi,0,0,Goalkeeper,A6F97883-74FE-4162-A65E-10B3D94B71A3,Player,,IRN
352,28,0,Uccle,Belgium,1986-04-10T00:00:00.000Z,E2951B6F-60EA-4ACE-BC4F-1967FEFB82EE,Vincent,Right,0,191.0,1379543E-2BEB-4132-BC91-77F9E7C20428,http://cache.images.globalsportsmedia.com/soccer/players/150x150/1998.png,Kompany,Belgium,V. Kompany,0,0,Defender,AEA9A2F1-3A08-4149-96BD-A6F7433F46BA,Player,85.0,BEL
353,30,0,Tehran,Iran,1983-09-14T00:00:00.000Z,060F141C-84B7-4D1A-AAD1-8040615D120D,Khosro,,0,174.0,EC7672B7-D05A-4983-B426-36C67AA55327,http://cache.images.globalsportsmedia.com/soccer/players/150x150/81749.png,Heydari,Iran,K. Heydari,0,0,Defender,A6F97883-74FE-4162-A65E-10B3D94B71A3,Player,,IRN
354,29,0,Brugge,Belgium,1985-03-20T00:00:00.000Z,29312C72-4CD9-464C-8BCE-D5D62234D02B,Nicolas,Left,0,188.0,3E602A72-3241-439D-A056-CA1AAC0E5285,http://cache.images.globalsportsmedia.com/soccer/players/150x150/13273.png,Lombaerts,Belgium,N. Lombaerts,0,0,Defender,AEA9A2F1-3A08-4149-96BD-A6F7433F46BA,Player,83.0,BEL
355,36,0,Chimay,Belgium,1978-02-07T00:00:00.000Z,DF65A90A-B2E5-4680-81C8-EE95DBAA6387,Daniel,Right,0,197.0,4D1BB25A-8E80-4CB4-9396-9532848AA89B,http://cache.images.globalsportsmedia.com/soccer/players/150x150/2042.png,Van Buyten,Belgium,D. Van Buyten,0,0,Defender,AEA9A2F1-3A08-4149-96BD-A6F7433F46BA,Player,95.0,BEL
356,24,0,Enugu,Nigeria,1990-02-03T00:00:00.000Z,DB179288-D940-49DF-938F-E26DEF1E694B,Michael,,0,194.0,B5BF7289-3733-4BBB-BEFE-A60FE3880E0A,http://cache.images.globalsportsmedia.com/soccer/players/150x150/113053.png,Uchebo,Nigeria,M. Uchebo,0,0,Attacker,028EDCA8-6D1E-49CC-8442-A7A12E921E09,Player,85.0,NGA
357,22,0,Drongen,Belgium,1991-06-28T00:00:00.000Z,970F061C-1954-4DC4-B735-54B53591E782,Kevin,Right,0,180.0,A3D5EF48-9886-48BB-A4BE-BB217D322E1D,http://cache.images.globalsportsmedia.com/soccer/players/150x150/78532.png,De Bruyne,Belgium,K. De Bruyne,0,0,Midfielder,AEA9A2F1-3A08-4149-96BD-A6F7433F46BA,Player,68.0,BEL
358,27,0,San Jose,United States,1987-02-01T00:00:00.000Z,C6CB634E-22D1-417B-A11C-BACDA95355DF,Steven Mehrdad,,0,178.0,82087694-2FA3-4544-91F3-8185E76CDAD7,http://cache.images.globalsportsmedia.com/soccer/players/150x150/124048.png,Beitashour,Iran,S. Beitashour,0,0,Defender,A6F97883-74FE-4162-A65E-10B3D94B71A3,Player,,USA
359,30,0,Esfahan,Iran,1983-07-12T00:00:00.000Z,2EEFD6CF-4DB3-4F1F-971D-4A14CBCC0AB5,Ghasem,,0,,EE6FDED0-7EEA-41E0-81EE-49D52510EDC8,http://cache.images.globalsportsmedia.com/soccer/players/150x150/48662.png,Hadadifar,Iran,G. Hadadifar,0,0,Midfielder,A6F97883-74FE-4162-A65E-10B3D94B71A3,Player,,IRN
360,23,0,La Louvière,Belgium,1991-01-07T00:00:00.000Z,89D41A76-F98F-46E2-8EC7-4223F8C02E91,Eden,Both,0,170.0,38CD9707-DD43-4B0A-9CFA-F0C6E75CB618,http://cache.images.globalsportsmedia.com/soccer/players/150x150/39358.png,Hazard,Belgium,E. Hazard,0,0,Midfielder,AEA9A2F1-3A08-4149-96BD-A6F7433F46BA,Player,69.0,BEL
361,25,0,Mashhad,Iran,1989-02-01T00:00:00.000Z,D8E53B09-78DE-4E92-A2E8-36A351E57046,Reza,,0,,6A74C8E5-B0BE-4E13-98D8-7D05BF43CFFC,http://cache.images.globalsportsmedia.com/soccer/players/150x150/69613.png,Haghighi,Iran,R. Haghighi,0,0,Midfielder,A6F97883-74FE-4162-A65E-10B3D94B71A3,Player,,IRN
362,24,0,Kashan,Iran,1990-02-25T00:00:00.000Z,A623BFC2-BB6E-4B78-B333-5620104F5D6C,Ehsan,,0,176.0,FE380172-61C4-426B-9FBD-43AEDB2C9EB1,http://cache.images.globalsportsmedia.com/soccer/players/150x150/20869.png,Hajsafi,Iran,E. Hajsafi,0,0,Midfielder,A6F97883-74FE-4162-A65E-10B3D94B71A3,Player,74.0,IRN
363,33,0,Shar Rey,Iran,1980-09-07T00:00:00.000Z,0427D4D4-2790-4D9E-AC2D-32E8C77A6945,Javad,,0,186.0,28396316-1173-4CF6-8A86-577652297096,http://cache.images.globalsportsmedia.com/soccer/players/150x150/497.png,Nekounam,Iran,J. Nekounam,0,0,Midfielder,A6F97883-74FE-4162-A65E-10B3D94B71A3,Player,78.0,IRN
364,26,0,Liège,Belgium,1987-10-05T00:00:00.000Z,AAFAE560-1524-435D-A9B7-BF59F051F3CB,Kevin,Right,0,178.0,520A8907-7B82-4F85-8C5B-ACEC5BA68707,http://cache.images.globalsportsmedia.com/soccer/players/150x150/2073.png,Mirallas,Belgium,K. Mirallas,0,0,Attacker,AEA9A2F1-3A08-4149-96BD-A6F7433F46BA,Player,72.0,BEL
365,22,0,Kermanshah,Iran,1991-09-23T00:00:00.000Z,7066945D-827E-4B1A-817D-F4BF9C9F4A91,Bakhtiar,,0,178.0,A20B8680-5412-41DB-A5E2-D2D13CD45869,http://cache.images.globalsportsmedia.com/soccer/players/150x150/47683.png,Rahmani,Iran,B. Rahmani,0,0,Midfielder,A6F97883-74FE-4162-A65E-10B3D94B71A3,Player,,IRN
366,24,0,Liège,Belgium,1989-08-02T00:00:00.000Z,39CF8CD4-7CB3-4DD8-BDB6-03712B0D9314,Nacer,Right,0,187.0,73B37020-3615-4477-BFF4-F52C7B980416,http://cache.images.globalsportsmedia.com/soccer/players/150x150/49530.png,Chadli,Belgium,N. Chadli,0,0,Midfielder,AEA9A2F1-3A08-4149-96BD-A6F7433F46BA,Player,80.0,BEL
367,19,0,Oostende,Belgium,1995-04-18T00:00:00.000Z,FE26EFE8-2B31-4575-B665-3F7ABD0A6A2F,Divock,Right,0,185.0,667C87EE-BB48-4BDE-AF06-9ED87D60A97E,http://cache.images.globalsportsmedia.com/soccer/players/150x150/215344.png,Okoth Origi,Belgium,D. Origi,0,0,Attacker,AEA9A2F1-3A08-4149-96BD-A6F7433F46BA,Player,75.0,BEL
368,24,0,Accra,Ghana,1989-12-31T00:00:00.000Z,92A566A0-7BC1-44A6-8CAB-E2C21B893D08,Mohammed,Right,0,187.0,C437F6C4-21DE-4E17-845B-DD6E3217D6E2,http://cache.images.globalsportsmedia.com/soccer/players/150x150/60935.png,Rabiu,Ghana,M. Rabiu,0,0,Midfielder,CCC66F75-7004-46E4-BB31-259B06A42516,Player,70.0,GHA
369,29,0,Shiraz,Iran,1984-09-06T00:00:00.000Z,CEC3408E-00C8-4273-B37B-1CE4758C3FEC,Masoud,,0,184.0,380475D1-6FAB-471B-B00C-B47C37BC8473,http://cache.images.globalsportsmedia.com/soccer/players/150x150/506.png,Shojaei Soleimani,Iran,M. Shojaei,0,0,Midfielder,A6F97883-74FE-4162-A65E-10B3D94B71A3,Player,73.0,IRN
370,31,0,Tehran,Iran,1983-03-06T00:00:00.000Z,060F141C-84B7-4D1A-AAD1-8040615D120D,Andranik,,0,180.0,61565F68-7D06-4FDD-9B43-76FC5FE7FD40,http://cache.images.globalsportsmedia.com/soccer/players/150x150/4717.png,Timotian-Samarani,Iran,A. Teymourian,0,0,Midfielder,A6F97883-74FE-4162-A65E-10B3D94B71A3,Player,73.0,IRN
371,28,0,Farciennes,Belgium,1985-08-05T00:00:00.000Z,6693A57F-930C-421B-861B-FD08B0B7B42C,Laurent,Right,0,180.0,B9134C27-CB18-40DF-BA44-6F59249B64BC,http://cache.images.globalsportsmedia.com/soccer/players/150x150/13444.png,Ciman,Belgium,L. Ciman,0,0,Defender,AEA9A2F1-3A08-4149-96BD-A6F7433F46BA,Player,65.0,BEL
372,20,0,Jirandeh,Iran,1993-08-11T00:00:00.000Z,A8AF7CE2-F101-421A-B910-4E3330EA835E,Alireza,,0,180.0,A2F1EF60-5962-45D0-838A-08430B80EDD7,http://cache.images.globalsportsmedia.com/soccer/players/150x150/207918.png,Jahanbakhsh,Iran,A. Jahanbakhsh,0,0,Attacker,A6F97883-74FE-4162-A65E-10B3D94B71A3,Player,,IRN
373,27,0,Kansas City,United States,1987-02-11T00:00:00.000Z,A14F4F21-0D9E-4D46-A952-B7D37BE1A615,Matt,Left,0,183.0,A9049AA6-FA47-4A7B-877D-FBA39EA688BE,http://cache.images.globalsportsmedia.com/soccer/players/150x150/73521.png,Besler,United States,M. Besler,0,0,Defender,820A471B-4B85-41E8-97A6-BC3063FE78D9,Player,77.0,USA
374,32,0,Crofton,United States,1982-04-23T00:00:00.000Z,AC7B57DC-D04F-4C12-A4BA-9850CD463CD1,Kyle,,0,177.0,66D97979-A2A8-4F95-B01C-6983BF4A1032,http://cache.images.globalsportsmedia.com/soccer/players/150x150/6942.png,Beckerman,United States,K. Beckerman,0,0,Midfielder,820A471B-4B85-41E8-97A6-BC3063FE78D9,Player,,USA
375,26,0,Rio de Janeiro,Brazil,1988-05-12T00:00:00.000Z,67236CC5-7F2A-4474-BA7D-CF5C63CFF33A,Marcelo,Left,0,172.0,8592C445-604B-49D8-879C-42103AAE0E49,http://cache.images.globalsportsmedia.com/soccer/players/150x150/17462.png,Vieira da Silva Júnior,Brazil,Marcelo,1,0,Defender,09B8CB53-BB56-4B7E-86BD-EC7FC7CEAF33,Player,73.0,BRA
376,24,0,Ardabil,Iran,1990-04-03T00:00:00.000Z,8EB2D878-25F4-4581-B6DD-5A39D3C2B20A,Karim,,0,181.0,56BED7AF-6BE1-4372-AD41-7F22C4D7DEC1,http://cache.images.globalsportsmedia.com/soccer/players/150x150/47410.png,Ansarifard,Iran,K. Ansarifard,0,0,Attacker,A6F97883-74FE-4162-A65E-10B3D94B71A3,Player,77.0,IRN
377,27,0,Sint-Niklaas,Belgium,1987-04-24T00:00:00.000Z,39CF8CD4-7CB3-4DD8-BDB6-03712B0D9314,Jan,Left,0,189.0,8D34FADB-4B85-4CBA-98C5-79E4B3D5E407,http://cache.images.globalsportsmedia.com/soccer/players/150x150/2190.png,Vertonghen,Belgium,J. Vertonghen,0,0,Defender,AEA9A2F1-3A08-4149-96BD-A6F7433F46BA,Player,79.0,BEL
378,26,0,Trebinje,Bosnia-Herzegovina,1987-06-20T00:00:00.000Z,F36B147B-3374-4432-AA82-5C2799B02399,Asmir,Right,0,196.0,9A9A6D46-0F1F-46DE-9189-2E626FBC971C,http://cache.images.globalsportsmedia.com/soccer/players/150x150/30599.png,Begović,Bosnia-Herzegovina,A. Begović,0,0,Goalkeeper,74EA3831-DA4A-4093-B1E3-FD4EB45AA798,Player,83.0,BIH
379,25,0,Wilrijk,Belgium,1989-03-02T00:00:00.000Z,DC3AF2EC-11E6-492E-8650-ABABAF1CF87D,Toby,Right,0,185.0,0EE03F9F-A168-4C30-9816-992B7611A374,http://cache.images.globalsportsmedia.com/soccer/players/150x150/70508.png,Alderweireld,Belgium,T. Alderweireld,0,0,Defender,AEA9A2F1-3A08-4149-96BD-A6F7433F46BA,Player,75.0,BEL
380,19,0,Brussels,Belgium,1995-02-05T00:00:00.000Z,7D34FC43-AD14-454C-A815-DD8B833C0CF5,Adnan,Left,0,182.0,0506C7F0-1F8F-482C-930D-233634A3A09B,http://cache.images.globalsportsmedia.com/soccer/players/150x150/294439.png,Januzaj,Belgium,A. Januzaj,0,0,Midfielder,AEA9A2F1-3A08-4149-96BD-A6F7433F46BA,Player,75.0,BEL
381,21,0,Berlin,Germany,1993-01-28T00:00:00.000Z,34017959-AB3D-43F3-86E7-8334AB8E00CF,John Anthony,Left,0,193.0,C92E08AD-F521-4B13-BBE3-35D64FD94A03,http://cache.images.globalsportsmedia.com/soccer/players/150x150/176540.png,Brooks,United States,J. Brooks,0,0,Defender,820A471B-4B85-41E8-97A6-BC3063FE78D9,Player,78.0,DEU
382,34,0,Patras,Greece,1979-06-21T00:00:00.000Z,9A9765EA-9D3B-44F6-BB4C-9315FBD08BFB,Konstantinos,Right,0,183.0,79BE5352-C658-45A4-B7D2-374947AD78EC,http://cache.images.globalsportsmedia.com/soccer/players/150x150/5927.png,Katsouranis,Greece,K. Katsouranis,0,0,Midfielder,38C4D44E-CDA3-40E2-8364-DA27CC190C52,Player,81.0,GRC
383,32,0,Tahran,Iran,1981-09-06T00:00:00.000Z,060F141C-84B7-4D1A-AAD1-8040615D120D,Amir Hossein,,0,,C84BDA42-5C4A-49ED-88E7-349674107B31,http://cache.images.globalsportsmedia.com/soccer/players/150x150/47745.png,Sadeghi,Iran,A. Sadeghi,0,0,Defender,A6F97883-74FE-4162-A65E-10B3D94B71A3,Player,,IRN
384,26,0,Wilrijk,Belgium,1987-07-16T00:00:00.000Z,39CF8CD4-7CB3-4DD8-BDB6-03712B0D9314,Moussa Sidi Yaya,Left,0,177.0,5F288D64-A3D8-45B1-8A53-BB530387CEC1,http://cache.images.globalsportsmedia.com/soccer/players/150x150/2197.png,Dembélé,Belgium,M. Dembélé,0,0,Midfielder,AEA9A2F1-3A08-4149-96BD-A6F7433F46BA,Player,70.0,BEL
385,21,0,Antwerpen,Belgium,1993-05-13T00:00:00.000Z,AAFAE560-1524-435D-A9B7-BF59F051F3CB,Romelu Menama,Right,0,191.0,A06FC133-5EE9-49CA-B8B9-AB98E128C14B,http://cache.images.globalsportsmedia.com/soccer/players/150x150/79495.png,Lukaku,Belgium,R. Lukaku,0,0,Attacker,AEA9A2F1-3A08-4149-96BD-A6F7433F46BA,Player,94.0,BEL
386,25,0,Dallas,United States,1988-10-11T00:00:00.000Z,E2375792-29C7-48F9-A3F9-8C93E0B7A38E,Omar,Right,0,196.0,6AB59FCB-29DB-481D-ACDA-41E85A110DD1,http://cache.images.globalsportsmedia.com/soccer/players/150x150/73686.png,Gonzalez,United States,O. Gonzalez,0,0,Defender,820A471B-4B85-41E8-97A6-BC3063FE78D9,Player,95.0,USA
387,32,0,Frankfurt am Main,Germany,1981-11-03T00:00:00.000Z,24320D79-EF7A-4BFC-BEAC-D9A23A97A6DD,Jermaine,Right,0,184.0,40D4F0DE-EDBC-401B-8242-E930D1E349B8,http://cache.images.globalsportsmedia.com/soccer/players/150x150/1801.png,Jones,United States,J. Jones,0,0,Midfielder,820A471B-4B85-41E8-97A6-BC3063FE78D9,Player,81.0,DEU
388,30,0,Torreón,Mexico,1984-01-12T00:00:00.000Z,832DC234-E827-4F94-9B75-0954C4E689C6,Oribe,,1,180.0,821E15EA-6633-4889-A219-2B75FD69C430,http://cache.images.globalsportsmedia.com/soccer/players/150x150/15234.png,Peralta Morones,Mexico,O. Peralta,0,0,Attacker,E0D48500-EF6D-40AC-A7A0-0F4B5BD59A9D,Player,72.0,MEX
389,28,0,Tešanj,Bosnia-Herzegovina,1986-03-06T00:00:00.000Z,B246AD00-1846-49EF-8367-DE7880CD050E,Avdija,Right,0,181.0,83ACBF59-82A7-4C76-B343-AA34FE3645FF,http://cache.images.globalsportsmedia.com/soccer/players/150x150/17170.png,Vršajević,Bosnia-Herzegovina,A. Vršajević,0,0,Defender,74EA3831-DA4A-4093-B1E3-FD4EB45AA798,Player,71.0,BIH
390,28,1,Motar,Bosnia-Herzegovina,1986-01-18T00:00:00.000Z,D0938835-2440-4697-9FC4-EAD147F32C67,Senad,Left,0,183.0,E1808CF5-7006-4339-AB99-AAFFDCCBA079,http://cache.images.globalsportsmedia.com/soccer/players/150x150/34883.png,Lulić,Bosnia-Herzegovina,S. Lulić,0,0,Midfielder,74EA3831-DA4A-4093-B1E3-FD4EB45AA798,Player,75.0,BIH
391,24,0,Banja Luka,Bosnia-Herzegovina,1989-10-24T00:00:00.000Z,65094BB9-15CB-4E12-BECA-CB868639EB4F,Ognjen,Right,0,182.0,2F20FC6D-2728-4555-9AEB-078F4596D6CE,http://cache.images.globalsportsmedia.com/soccer/players/150x150/90508.png,Vranješ,Bosnia-Herzegovina,O. Vranješ,0,0,Defender,74EA3831-DA4A-4093-B1E3-FD4EB45AA798,Player,76.0,BIH
392,28,0,Tupković,Bosnia-Herzegovina,1986-05-15T00:00:00.000Z,0D0A1DF0-468E-4F89-BECD-29486EE019B2,Jasmin,Right,0,198.0,30B6F64A-E8D6-4C5F-9C31-1BAED5AC291C,http://cache.images.globalsportsmedia.com/soccer/players/150x150/38180.png,Fejzić,Bosnia-Herzegovina,J. Fejzić,0,0,Goalkeeper,74EA3831-DA4A-4093-B1E3-FD4EB45AA798,Player,95.0,BIH
393,26,0,Mechelen,Belgium,1988-04-15T00:00:00.000Z,B0DFFB04-AB48-4D9B-B605-7DAD956A15EE,Steven,Right,0,174.0,6DD15944-C558-48DA-B378-3A489EAE400E,http://cache.images.globalsportsmedia.com/soccer/players/150x150/13523.png,Defour,Belgium,S. Defour,0,0,Midfielder,AEA9A2F1-3A08-4149-96BD-A6F7433F46BA,Player,65.0,BEL
394,35,0,Machecoul,France,1979-05-14T00:00:00.000Z,262C2F33-EAFB-4E3D-A2F4-38A5F3677EEF,Mickaël,Right,0,184.0,45EABB1A-2598-43D4-AE5D-21EB5A63EAFE,http://cache.images.globalsportsmedia.com/soccer/players/150x150/534.png,Landreau,France,M. Landreau,0,0,Goalkeeper,4F9F018B-C14D-4E73-8145-2E77B8C64E9E,Player,84.0,FRA
395,27,0,Goalkeeper,Greece,1986-10-10T00:00:00.000Z,9A9765EA-9D3B-44F6-BB4C-9315FBD08BFB,Panagiotis,,0,,A7865ECE-28A7-48C4-B919-2D24F92FD3AB,http://cache.images.globalsportsmedia.com/soccer/players/150x150/18871.png,Glykos,Greece,P. Glykos,0,0,189 cm,38C4D44E-CDA3-40E2-8364-DA27CC190C52,Player,,GRC
396,22,0,Brugg,Switzerland,1991-08-04T00:00:00.000Z,1C3D78B8-67B7-4B2B-A474-94A221B82394,Izet,Left,0,177.0,0EEBB9F1-3753-4A1A-8761-1A51479C554C,http://cache.images.globalsportsmedia.com/soccer/players/150x150/99452.png,Hajrović,Bosnia-Herzegovina,I. Hajrović,0,0,Midfielder,74EA3831-DA4A-4093-B1E3-FD4EB45AA798,Player,71.0,CHE
397,23,0,Mobile,United States,1990-11-10T00:00:00.000Z,5AB9BB57-9D91-44F1-A2B1-154BB0500FBB,Aron,Both,0,184.0,8D008DAB-4D49-4E1A-B479-D06580C92395,http://cache.images.globalsportsmedia.com/soccer/players/150x150/78577.png,Jóhannsson,United States,A. Jóhannsson,0,0,Attacker,820A471B-4B85-41E8-97A6-BC3063FE78D9,Player,70.0,USA
398,25,0,Liège,Belgium,1989-01-12T00:00:00.000Z,29312C72-4CD9-464C-8BCE-D5D62234D02B,Axel Tomas,Right,0,183.0,59DBF528-E583-4315-8983-FF6B93254249,http://cache.images.globalsportsmedia.com/soccer/players/150x150/13531.png,Witsel,Belgium,A. Witsel,0,0,Midfielder,AEA9A2F1-3A08-4149-96BD-A6F7433F46BA,Player,73.0,BEL
399,26,0,München,Germany,1987-12-11T00:00:00.000Z,9B5ED7DC-5EA6-4D38-BADB-AE416762BCE6,Fabian,Both,0,183.0,2777DD09-4824-468C-9849-DE07288A1644,http://cache.images.globalsportsmedia.com/soccer/players/150x150/16894.png,Johnson,United States,F. Johnson,0,0,Defender,820A471B-4B85-41E8-97A6-BC3063FE78D9,Player,74.0,DEU
400,29,0,Vlasenica,Bosnia-Herzegovina,1984-08-06T00:00:00.000Z,08338D4A-A96A-4F6B-A888-6F11469F3DCE,Vedad,Right,1,188.0,012B7F40-E70E-42DD-85EF-68728520F767,http://cache.images.globalsportsmedia.com/soccer/players/150x150/1645.png,Ibišević,Bosnia-Herzegovina,V. Ibišević,0,0,Attacker,74EA3831-DA4A-4093-B1E3-FD4EB45AA798,Player,82.0,BIH
401,33,1,Dakar,Senegal,1981-05-15T00:00:00.000Z,7D34FC43-AD14-454C-A815-DD8B833C0CF5,Patrice,Left,0,175.0,B9482188-2CD8-42A2-BB0C-20282CF0BC4C,http://cache.images.globalsportsmedia.com/soccer/players/150x150/2909.png,Evra,France,P. Evra,0,0,Defender,4F9F018B-C14D-4E73-8145-2E77B8C64E9E,Player,76.0,SEN
402,27,0,Bayonne,France,1986-09-27T00:00:00.000Z,A80A2CBF-792E-444F-A348-8905906AC8F2,Stéphane,Right,0,188.0,5D43C43A-4CB3-4576-9417-3100C826FC3B,http://cache.images.globalsportsmedia.com/soccer/players/150x150/1496.png,Ruffier,France,S. Ruffier,0,0,Goalkeeper,4F9F018B-C14D-4E73-8145-2E77B8C64E9E,Player,90.0,FRA
403,20,0,Meaux,France,1993-07-20T00:00:00.000Z,1E452709-FBD3-46BB-AC5A-1EC4F054715D,Lucas,Left,0,178.0,2F755E25-5112-430E-A5F7-E49D6558BE68,http://cache.images.globalsportsmedia.com/soccer/players/150x150/138198.png,Digne,France,L. Digne,0,0,Defender,4F9F018B-C14D-4E73-8145-2E77B8C64E9E,Player,74.0,FRA
404,24,0,Ajaccio,France,1990-03-08T00:00:00.000Z,10F19A25-F166-4611-B94B-79BBFA9A8426,Rémy,Right,0,172.0,448E1E02-B2E2-41DF-B8A9-3878AF290AE1,http://cache.images.globalsportsmedia.com/soccer/players/150x150/87812.png,Cabella,France,R. Cabella,0,0,Midfielder,4F9F018B-C14D-4E73-8145-2E77B8C64E9E,Player,66.0,FRA
405,33,0,Dubrovnik,Croatia,1980-08-18T00:00:00.000Z,41D8752D-5682-4783-8E0A-8B2B036B6A10,Emir,Right,0,186.0,3976BB50-84BA-45E0-B7A5-647F287CCDB2,http://cache.images.globalsportsmedia.com/soccer/players/150x150/5949.png,Spahić,Bosnia-Herzegovina,E. Spahić,0,0,Defender,74EA3831-DA4A-4093-B1E3-FD4EB45AA798,Player,77.0,HRV
406,21,0,Berlin,Germany,1992-09-10T00:00:00.000Z,E944E20C-DFCC-46CF-8FB5-74BBEDE099A7,Muhamed,Right,0,177.0,D76FC16F-7A13-4E2A-AFB9-3994CD8116CF,http://cache.images.globalsportsmedia.com/soccer/players/150x150/144829.png,Bešić,Bosnia-Herzegovina,M. Bešić,0,0,Defender,74EA3831-DA4A-4093-B1E3-FD4EB45AA798,Player,75.0,DEU
407,27,0,San Manuel,Honduras,1986-11-15T00:00:00.000Z,55FAB14B-FA08-4F21-8F15-121C3624437B,Edder Gerardo,,0,,C2764E03-36C0-48DE-9EFE-46855D8609A0,http://cache.images.globalsportsmedia.com/soccer/players/150x150/43901.png,Delgado Zerón,Honduras,E. Delgado,0,0,Midfielder,17E2DCED-76BB-435D-9E96-68D5B3D490FA,Player,,HND
408,28,0,Kotor Varoš,Bosnia-Herzegovina,1985-09-26T00:00:00.000Z,40C27AD0-CCD2-462F-A8CE-FA82A2F95E7C,Senijad,Both,0,181.0,CFB0EDC1-6C8E-4B98-8F02-4240180AFE7F,http://cache.images.globalsportsmedia.com/soccer/players/150x150/37496.png,Ibričić,Bosnia-Herzegovina,S. Ibričić,0,0,Midfielder,74EA3831-DA4A-4093-B1E3-FD4EB45AA798,Player,81.0,BIH
409,27,0,Chambéry,France,1986-09-30T00:00:00.000Z,73353CC3-4A6C-453E-B5F6-3CBAAF0AE266,Olivier,Left,0,193.0,C119B2E1-90FB-461F-BF4D-48F519A6BE10,http://cache.images.globalsportsmedia.com/soccer/players/150x150/59504.png,Giroud,France,O. Giroud,0,0,Attacker,4F9F018B-C14D-4E73-8145-2E77B8C64E9E,Player,92.0,FRA
410,22,0,Garoua,Cameroon,1992-01-22T00:00:00.000Z,DB460A08-2F94-4D3B-BDC2-EC742C46325E,Vincent Paté,Right,0,178.0,E13B736E-42DD-4AB1-A044-4E0DE6F6C406,http://cache.images.globalsportsmedia.com/soccer/players/150x150/131021.png,Aboubakar,Cameroon,V. Aboubakar,0,0,Attacker,DF25ABB8-37EB-4C2A-8B6C-BDA53BF5A74D,Player,78.0,CMR
411,28,1,Fretin,France,1985-07-28T00:00:00.000Z,60F8CE90-9649-46E8-8EB1-67FCB8EF5B89,Mathieu,Right,0,176.0,79A43E46-40A9-4D2C-AA37-12F64AEF2E5A,http://cache.images.globalsportsmedia.com/soccer/players/150x150/2066.png,Debuchy,France,M. Debuchy,0,0,Defender,4F9F018B-C14D-4E73-8145-2E77B8C64E9E,Player,76.0,FRA
412,27,0,Nice,France,1986-12-26T00:00:00.000Z,39CF8CD4-7CB3-4DD8-BDB6-03712B0D9314,Hugo,Left,0,188.0,6B163A74-463C-4959-9AAC-B3DCFDBF867E,http://cache.images.globalsportsmedia.com/soccer/players/150x150/1255.png,Lloris,France,H. Lloris,0,0,Goalkeeper,4F9F018B-C14D-4E73-8145-2E77B8C64E9E,Player,78.0,FRA
413,31,0,Danville,United States,1983-01-28T00:00:00.000Z,78BD6C24-F116-4E06-97EE-11F2EF97DB99,Chris,,0,185.0,2B56F2EB-FE34-42D2-96B8-3817EC5D5574,http://cache.images.globalsportsmedia.com/soccer/players/150x150/7309.png,Wondolowski,United States,C. Wondolowski,0,0,Attacker,820A471B-4B85-41E8-97A6-BC3063FE78D9,Player,,USA
414,26,0,Lyon,France,1987-12-19T00:00:00.000Z,67236CC5-7F2A-4474-BA7D-CF5C63CFF33A,Karim,Both,2,184.0,26A39F86-211A-43E2-8B44-27256FA95258,http://cache.images.globalsportsmedia.com/soccer/players/150x150/1595.png,Benzema,France,K. Benzema,0,1,Attacker,4F9F018B-C14D-4E73-8145-2E77B8C64E9E,Player,84.0,FRA
415,24,0,Le Blanc-Mesnil,Mali,1989-08-16T00:00:00.000Z,60F8CE90-9649-46E8-8EB1-67FCB8EF5B89,Moussa,Right,0,187.0,B7942D07-C3F5-4373-9240-2D38F2279E60,http://cache.images.globalsportsmedia.com/soccer/players/150x150/13622.png,Sissoko,France,M. Sissoko,0,0,Midfielder,4F9F018B-C14D-4E73-8145-2E77B8C64E9E,Player,83.0,MLI
416,22,1,Americana,Brazil,1991-09-09T00:00:00.000Z,89D41A76-F98F-46E2-8EC7-4223F8C02E91,Oscar,Right,1,179.0,2B2836B6-3311-4123-A905-EBCB00BF63C7,http://cache.images.globalsportsmedia.com/soccer/players/150x150/57860.png,dos Santos Emboaba Júnior,Brazil,Oscar,0,0,Midfielder,09B8CB53-BB56-4B7E-86BD-EC7FC7CEAF33,Player,66.0,BRA
417,21,0,Langny-sur-Marne,France,1993-03-15T00:00:00.000Z,1DF1F7DF-0CC7-44E8-99E5-9ED963D97DA6,Paul,Right,0,186.0,271F4676-1877-4239-B097-E713381D20D3,http://cache.images.globalsportsmedia.com/soccer/players/150x150/177208.png,Pogba,France,P. Pogba,0,0,Midfielder,4F9F018B-C14D-4E73-8145-2E77B8C64E9E,Player,80.0,FRA
